0,1,2,3,4,5,6,7,8,9,10,11,12
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"July 26, 1922",?,"Cadix, Spain",Grands Express Aeriens,?,?,Breguet 14,F-ALVE,117,3   (passengers:2  crew:1),3   (passengers:2  crew:1),0,"While attempting to make an emergency landing due to engine problems, the aircraft hit telephone lines and crashed."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"September 07, 1922",?,"Indianapolis, Indiana",US Aerial Mail Service,?,?,De Havilland DH-4,227,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,The plane stalled shortly after takeoff and crashed.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"October 02, 1922",?,"Venice, Italy",de Havilland Air Service,?,Venice - London,de Havilland DH-9,G-EAYT,14,4   (passengers:3  crew:1),4   (passengers:3  crew:1),0,Shortly after taking off the plane crashed into the sea and sank.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"October 25, 1922",?,"Larache, Morocco",Grands Express Aeriens,?,?,Breguet 14,?,?,2   (passengers:1  crew:1),2   (passengers:1  crew:1),0,Crashed under unknown circumstances.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 03, 1922",?,"Fez, Morocco",Grands Express Aeriens,?,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,F-ALNA,14,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,While flying in foggy conditions the pilot reduced altitude and crashed into a hill.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 10, 1923",?,"Ajaccio, France",Amee de l'Air,?,?,Lioré-et-Olivier H-13,F-AEIB,4,4   (passengers:2  crew:2),3   (passengers:1  crew:2),0,The plane crashed mid-air due to a structural failure of the tail.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 17, 1923",?,"Barcelona, Spain",Grands Express Aeriens,?,?,Breguet 14,F-ALJU,6083-130,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed into a mountain during a snowstorm.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 18, 1923",?,"Cheyenne, Wyoming",US Aerial Mail Service,?,?,De Havilland DH-4,223,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed during a mail flight.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 26, 1923",?,"Meadville, Pennsylvania",US Aerial Mail Service,?,?,De Havilland DH-4,291,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,The pilot lost control of the aircraft  while on approach in poor weather conditions.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 14, 1923",1342,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),?,Paris - London,Farman F-60 Goliath,F-AEBY,15,6   (passengers:4  crew:2),6   (passengers:4  crew:2),0,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"August 27, 1923",1730,"East Mallling, United Kingdom",Air Union,?,Paris - Berck-sur-Mer - Croydon,Farman F.60 Goliath,F-AECB,4,11   (passengers:9  crew:2),1   (passengers:1  crew:0),0,"The aircraft lost an engine about 45 minutes into the flight. As the plane was incapable of maintaining level flight with only one engine operating, the pilot decided to make an emergency landing. He asked the mechanic to ask two passengers to move towards the rear of the aircraft. This instruction was apparently misunderstood by the passengers, as four of them moved towards the rear of the aircraft. This affected the center of gravity of the aircraft, which then entered into a spin and crashed."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"August 27, 1923",?,"Bucharest, Romania",Campagnie France Roumaine,?,?,Blériot Spad 46,F-AEGN,28,2   (passengers:1  crew:1),2   (passengers:1  crew:1),0,Crashed while on approach to Bucharesst.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"September 07, 1923",?,"Colton, Ohio",US Aerial Mail Service,?,?,De Havilland DH-4,283,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed during an emergency landing attempt.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"September 14, 1923",c 18:00,"Near Ivinghoe, Buckinghamshire, England",Daimler Airways,?,Croydon - Manchester,de Havilland DH-34,G-EBBS,29,5   (passengers:3  crew:2),5   (passengers:3  crew:2),0,Crashed while attempting a forced landing after encountering heavy rain.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"November 18, 1923",?,Russia,CCCP,?,?,Junkers F-13,D-257,?,5   (passengers:2  crew:3),3   (passengers:1  crew:2),0,Crashed during a training flight.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 06, 1923",?,"Castalia, Ohio",US Aerial Mail Service,?,?,De Havilland DH-4,318,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed under unknown circumstances.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 23, 1923",c 02:30,Over the Mediterranean Sea,Military - French Navy,?,Toulon - Algiers,Zeppelin Dixmunde (airship),L-72,?,52   (passengers:?  crew:?),52   (passengers:?  crew:?),0,"Crashed while on a flight from Toulon, France to Algiers, Algeria.  The last known radio contact reported the ship nearly out of fuel and battling strong winds.  Struck by lightning."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 24, 1923",?,"Egbert, WY",US Aerial Mail Service,?,?,De Havilland DH-4,315,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed into a montain in poor weather conditions.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 07, 1924",?,"Grampian, Pennsylvania",US Aerial Mail Service,?,?,De Havilland DH-4,327,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed during a snowstorm.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 24, 1924",?,Over the English Channel,KLM Royal Dutch Airlines,?,"Lympne, England - Rotterdam, The Netherlands",Fokker F.III,H-NABS,1535,3   (passengers:2  crew:1),3   (passengers:2  crew:1),0,The aircraft disappeared over the North Sea. The plane and passengers were never found.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"June 08, 1924",?,"Barranquilla, Colombia",SCADTA,?,Barranquilla - Bogota,Junkers F-13,A16,684,5   (passengers:3  crew:2),5   (passengers:3  crew:2),0,Stalled after taking off and crashed into houses..
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"August 01, 1924",?,United States,US Aerial Mail Service,?,?,De Havilland DH-4,297,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"November 06, 1924",?,"Cabrerolles, France",Grands Express Aeriens,?,?,Breguet 14,F-AFBD,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,"While en route the pilot encountered thunderstorms, lost control and crashed."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 21, 1924",?,"Goshen, Indiana",US Aerial Mail Service,?,?,De Havilland DH-4,311,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"December 24, 1924",c 12:00,"Purley, England",Imperial Airways,?,London - Paris,de Havilland DH-34B,G-EBBX,36,8   (passengers:7  crew:1),8   (passengers:7  crew:1),0,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 22, 1925",?,"Near Tiflis, Georgia, USSR",Zakavia,?,Tiflis - Suchumi,Junkers F-13,R-RECA,590,5   (passengers:3  crew:2),5   (passengers:3  crew:2),0,Shortly after take off the plane went out of control and crashed in flames.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 25, 1925",?,"Alicante, Spain",Grands Express Aeriens,?,Alicante - Barcelona - Toulouse,Breguet 14,F-AFBB,202,3   (passengers:1  crew:2),3   (passengers:1  crew:2),0,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"June 25, 1925",?,"Landrécies, France",KLM Royal Dutch Airlines,?,Amsterdam - Paris,Fokker (KLM)  F.III,H-NABM,1502,4   (passengers:3  crew:1),4   (passengers:3  crew:1),0,"While in a turn in bad weather, the right wing struck trees and the plane crashed. Failure of an aileron in flight."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"June 26, 1925",?,"Alicante, Spain",Grands Express Aeriens,?,Oran - Alicante,Lioré-et-Olivier LeO H-13,F-FREM,?,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,While attempting to land the seaplane hit a lightning mast and crashed.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"July 20, 1925",?,"Rosas, Spain",Lignes Aeriennes Latecoere,?,Toulouse - Barcelona,Breguet 14,F-AFBI,209,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed in unknown circumstance.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"July 24, 1925",?,"Budapest, Hungary",CIDNA,?,?,Potez IX,?,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed while attempting to land 10 km from the airport
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"September 03, 1925",0530,"Caldwell, Ohio",Military - U.S. Navy,?,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),ZR-1,?,43   (passengers:0  crew:43),14   (passengers:0  crew:14),0,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"September 07, 1925",?,"Toul, France",CIDNA,?,?,Spad 33,?,?,?   (passengers:?  crew:?),?   (passengers:?  crew:?),?,?
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"October 01, 1925",?,"Mt. Nittany, Ohio",US Aerial Mail Service,?,New York - San Francisco,De Havilland DH-4,385,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,Crashed into a wooded area on Mt. Nittany in fog and low visibility.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"November 14, 1925",?,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,?,?,Breguet 14,F-AEGZ,168,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,The pilot suffered sunstroke lost control of the plane and crashed.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"November 14, 1925",?,"Off Boulogne-sur-Mer, France",Air Union,?,?,Farman F-60 Goliath,F-FHMY,?,2   (passengers:?  crew:?),2   (passengers:?  crew:?),0,?
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 12, 1926",?,"Montpelier, Ohio",US Aerial Mail Service,?,?,Curtiss Carrier Pigeon,602,?,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,"While the mail plane was flying at a low altitude, the  aircraft hit trees and crashed in a wooded area."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 08, 1926",?,"Staaken, Germany",Deutche Lufthansa,?,?,Junkers F-13,"D-290
D-290",665,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,While in a training filight the aircraft stalled and crashed while attempting to land.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 31, 1926",?,English Channel,Air Union,?,Paris - Cryodon,Breguet 14,F-ADAI,1908,1   (passengers:0  crew:1),1   (passengers:0  crew:1),0,The mail plane crashed into the English Channel and was never found.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"July 03, 1926",?,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,?,Paris - Prague - Budapest,Caudron C-61,F-AFBT,5307,6   (passengers:4  crew:2),6   (passengers:4  crew:2),0,Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"July 09, 1926",0930,"Wolvertem, Belgium",KLM Royal Dutch Airlines,?,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,H-NACC,4759,2   (passengers:1  crew:1),2   (passengers:1  crew:1),0,Crashed into the ground while descending in poor weather.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
